Bisections	True	Error
1	0.3689839572192513	1.0
2	0.3155080213903743	1.0
3	0.026737967914438502	0.3333333333333333
4	0.1443850267379679	0.2
5	0.058823529411764705	0.09090909090909091
6	0.016042780748663103	0.043478260869565216
7	0.0053475935828877	0.02127659574468085
8	0.0053475935828877	0.010752688172043012
9	0.0	0.0053475935828877

Falsi	True	Error
1	0.7095785621121111	1.0
2	0.2245442414681042	0.39609375
3	0.0632532494831667	0.1516957432891354
4	0.016527275271725143	0.045966276899900564
5	0.0035569755183265687	0.01292432823427843
6	0.0	0.0035569755183265687

NewtonRaphson	True	Error
1	0.2262743478108253	1.0
2	0.015899654329342705	0.21377362014654488
3	8.739386738785056E-5	0.015813642477328436
4	0.0	8.739386738785056E-5

Secant	True	Error
1	0.7115951572654468	1.0
2	0.22598869686612866	0.39609375
3	0.07542306155066301	0.32599965009110793
4	0.006026928063120121	0.08096203723949705
5	0.0	0.006026928063120121

ModSecant	True	Error
1	32.04778158799402	1.0882182240278142
2	20.137947352938262	0.6223151320994326
3	12.216278456522685	0.7062653559397709
4	6.995287802124326	0.8708490445693681
5	3.627051000212687	1.282136053559275
6	1.5649614898197712	3.6499647277741776
7	0.46422732834566766	2.054479856307921
8	0.059409666279129004	0.4303867981133985
9	0.001009024008965199	0.058459629439823795
10	0.0	0.001009024008965199

